text,toxic,severe_toxic,obscene,threat,insult,identity_hate
VS zeus ,0.028181149,0.00074184017,0.0052752625,0.0013374934,0.012977793,0.0020804836
look pa build,0.035091847,0.00085777394,0.0065909424,0.0015254507,0.015360069,0.0024216531
"Good luck, have fun",0.026972065,0.00072159234,0.004920271,0.0013431124,0.012333016,0.002075493
dude u will lose eventaully...what are u laughing at,0.8570698,0.04722529,0.4827009,0.04070486,0.46425727,0.07499235
gg wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
gg wp,0.05605745,0.0013454944,0.010955856,0.0024915566,0.025008509,0.0037742087
u can finish it,0.67093396,0.018659336,0.25525224,0.023428755,0.30667442,0.043189876
guys,0.21981758,0.0045393645,0.050094783,0.008440393,0.09238109,0.012896893
wp,0.05605745,0.0013454944,0.010955856,0.0024915566,0.025008509,0.0037742087
u,0.67093396,0.018659336,0.25525224,0.023428755,0.30667442,0.043189876
"if you rampage, it will appear on the stat and everyone will ban your hero",0.4816056,0.009088463,0.13769422,0.016407287,0.21214606,0.028952505
gg wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
REPORT,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
boa time,0.068098366,0.0016629471,0.013501101,0.0031138863,0.030530745,0.0045420416
END,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
gg wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
1x1,0.041723415,0.0010305591,0.008024077,0.0018858867,0.018841278,0.002891802
WE LOVE CHICHNYAA KAWAIII,0.04305877,0.0011380131,0.008336319,0.0021230683,0.019934494,0.0031200335
ok,0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
and talk russian,0.027038233,0.0007248185,0.0048781876,0.0013402642,0.01251056,0.002048002
Wow,0.1938091,0.0039631566,0.043051668,0.0073379795,0.081182644,0.011399451
keep talking,0.05465091,0.0013351357,0.010762284,0.0024668246,0.024479426,0.0036847198
no one understand you in dire,0.07565878,0.0018133819,0.015125273,0.0034040583,0.033602223,0.0049692313
ok,0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
4E PACANI AN,0.15980469,0.0035225882,0.03429194,0.0067278463,0.06892561,0.009711851
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
hi noob hi shit =0),0.9056356,0.0421927,0.6137485,0.024829838,0.5359835,0.06572558
hook win game,0.018037425,0.00050796283,0.003282802,0.00090836984,0.008531103,0.0014585882
0/11 win,0.07345911,0.0017830321,0.014540272,0.0033891534,0.03304672,0.004907361
COMMENT,0.0760468,0.0017889292,0.015305219,0.0033496544,0.03351039,0.00496648
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
yf njv ;t vtcnt ntvgkfhrf,0.139917,0.0030123733,0.029784853,0.0056762397,0.060120467,0.0085201645
nice trade,0.0807461,0.001928955,0.016207524,0.0035876245,0.035746753,0.0052063293
btw,0.037719518,0.00097388844,0.0072330823,0.0017842206,0.01734716,0.0027198147
FUCKING,0.9937171,0.2761875,0.96227187,0.04141143,0.855975,0.14554755
GROW,0.42975447,0.008897556,0.122430176,0.016271431,0.18962009,0.026920972
just someone explain,0.02988243,0.00071052066,0.00546452,0.001262547,0.013245582,0.002072054
cannot kill tiny,0.9339007,0.070997804,0.6842225,0.03574038,0.5873084,0.086978175
for 50 times,0.042630177,0.0010580911,0.008094056,0.0019345105,0.019246493,0.002978398
for a chance in game,0.01171913,0.00036495988,0.002172701,0.0006426622,0.00581054,0.0010585968
500 range dismember,0.024632344,0.00066587137,0.004621163,0.0011887007,0.01143487,0.0018731983
sure,0.023081956,0.0005797874,0.004219411,0.0010149117,0.010377349,0.0016864158
gg wp,0.05605745,0.0013454944,0.010955856,0.0024915566,0.025008509,0.0037742087
gg wp,0.05605745,0.0013454944,0.010955856,0.0024915566,0.025008509,0.0037742087
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
gg wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
wow,0.1938091,0.0039631566,0.043051668,0.0073379795,0.081182644,0.011399451
The power of Teamwork,0.060630072,0.001473929,0.011910633,0.002723253,0.02701773,0.004044507
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
kill me,0.9339007,0.070997804,0.6842225,0.03574038,0.5873084,0.086978175
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
i dont know that guy,0.22108586,0.0041797007,0.047981087,0.008082819,0.09160906,0.012652208
fk u treant,0.6709341,0.018659346,0.25525224,0.023428755,0.3066745,0.043189887
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
LOL,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
wow,0.1938091,0.0039631566,0.043051668,0.0073379795,0.081182644,0.011399451
what happen guys,0.11396535,0.0021831724,0.022418533,0.004082717,0.046366103,0.006584941
Wait,0.054576132,0.0013506571,0.010627814,0.0025013671,0.024540495,0.0037378555
DUDE,0.49693638,0.010852144,0.15189552,0.018209634,0.22045606,0.03144514
crot on your face,0.63540316,0.016765058,0.23208216,0.022212794,0.28694966,0.04066276
we were talking abt this in team,0.028341932,0.0007916654,0.005329106,0.0014407528,0.0131818885,0.0022082964
we knew u guys gonna do that,0.61001956,0.013131976,0.2009921,0.019924114,0.26901174,0.03659166
we knew void chrono everyone in his frist sight,0.034978997,0.00089798815,0.0066901883,0.0016191415,0.015991189,0.0024951547
We won,0.10684548,0.0023868538,0.022006597,0.0045057763,0.046479087,0.0066304384
We WON,0.106845506,0.0023868538,0.022006588,0.0045057763,0.046479095,0.0066304384
idiot,0.9606549,0.09799287,0.79032683,0.03650165,0.6618454,0.10032979
We knew it,0.034978997,0.00089798815,0.0066901883,0.0016191415,0.015991189,0.0024951547
See my word,0.045329526,0.0011194326,0.008671103,0.0020499239,0.02048192,0.0031285225
Called it,0.04679262,0.0011259457,0.0089476025,0.0020570897,0.020845572,0.0031742381
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
NICE,0.0807461,0.001928955,0.016207524,0.0035876245,0.035746753,0.0052063293
lag guys,0.21981758,0.0045393645,0.050094783,0.008440393,0.09238109,0.012896893
can we talk,0.019474117,0.0005617145,0.0036053548,0.0010116242,0.009449005,0.001559178
dude,0.49693638,0.010852144,0.15189552,0.018209634,0.22045606,0.03144514
hit that nimbus,0.107218556,0.0025015278,0.022061221,0.004791118,0.04704818,0.0068287393
nimbus > life,0.66320807,0.018344525,0.25691313,0.022661299,0.30168468,0.043118197
100 gold > life,0.66320807,0.018344525,0.25691313,0.022661299,0.30168468,0.043118197
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
"lol,",0.20061268,0.004136279,0.044791315,0.007656837,0.08456356,0.011706236
the fuck are you doing,0.99269366,0.25759593,0.9565781,0.041219115,0.84497494,0.14285128
what happen,0.045225497,0.001083882,0.008624765,0.0019845369,0.020120062,0.0030712017
dead anyway,0.3472554,0.0070946277,0.08964049,0.013130127,0.1490961,0.021130769
i;m,0.38642308,0.007959555,0.10321691,0.014847389,0.16791533,0.023720713
ok :),0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
hope he gets back soon,0.14396779,0.0031331314,0.031052409,0.005874048,0.061900873,0.008797951
y,0.13346212,0.002917396,0.028270945,0.0054841256,0.057337888,0.008171627
she left,0.045618765,0.0011612197,0.008749151,0.0021508406,0.02093639,0.0031862329
she just left,0.045618765,0.0011612197,0.008749151,0.0021508406,0.02093639,0.0031862329
net issues,0.036420263,0.000886059,0.0068595503,0.0015955855,0.01631742,0.0025184758
you sure?,0.023081956,0.0005797874,0.004219411,0.0010149117,0.010377349,0.0016864158
yeah,0.10624769,0.0023848314,0.02194174,0.0044376925,0.045944843,0.006621029
his friend told it,0.059388436,0.0013966749,0.011205043,0.0026041388,0.025871096,0.0039617266
warlock moron,0.9265529,0.06499417,0.6615954,0.034223847,0.5692663,0.083699405
left and went to play rainbow six,0.04555887,0.001057563,0.008083015,0.00200449,0.01966841,0.0030806316
true faggot,0.9866916,0.17199716,0.9208153,0.037856683,0.79333466,0.12515797
true,0.05835754,0.0014359122,0.011435969,0.0027034224,0.026339695,0.0039813207
hey,0.3498341,0.00721972,0.08952165,0.0135206,0.15036307,0.020997558
luke died in last jedi,0.19651338,0.0041232617,0.043747347,0.0076526497,0.0829782,0.011489131
ok,0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
I knew it,0.034978997,0.00089798815,0.0066901883,0.0016191415,0.015991189,0.0024951547
were u from&,0.67093396,0.018659336,0.25525224,0.023428755,0.30667442,0.043189876
joke,0.06338757,0.0015110932,0.012534918,0.002767613,0.028092718,0.0041292068
like me,0.30565873,0.0062996405,0.07505569,0.01191569,0.13017665,0.018470535
wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
nice,0.0807461,0.001928955,0.016207524,0.0035876245,0.035746753,0.0052063293
zeus report,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
5v3,0.032149293,0.0008125238,0.006053068,0.0014703304,0.014601133,0.0023062385
zues report,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
SEDAP GA KM,0.018849812,0.0005013176,0.003471446,0.000886042,0.008749722,0.0014604784
EASY,0.039729435,0.0010312942,0.0075826286,0.001890655,0.018153379,0.0028453183
team,0.044683516,0.0011320977,0.008597206,0.0020949815,0.020304225,0.0031467825
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
left,0.045618765,0.0011612197,0.008749151,0.0021508406,0.02093639,0.0031862329
gg wp,0.05605745,0.0013454944,0.010955856,0.0024915566,0.025008509,0.0037742087
это ты сейчас к чему? :D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
g,0.12168444,0.0026762304,0.02556763,0.005013345,0.052383173,0.0074415477
e,0.15980469,0.0035225882,0.03429194,0.0067278463,0.06892561,0.009711851
hi,0.025902377,0.00068309053,0.004818244,0.0012237285,0.011925373,0.0019491897
hi,0.025902377,0.00068309053,0.004818244,0.0012237285,0.011925373,0.0019491897
nah nigger,0.96304256,0.10485607,0.7981524,0.03927281,0.67232335,0.104065225
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
Stop you retarded kids,0.8055507,0.03148123,0.40764138,0.028977817,0.40314096,0.059866875
pussy,0.98648214,0.18640503,0.91982764,0.04056754,0.79134786,0.12780021
shut the fuck up cunt,0.99589396,0.40700266,0.97733957,0.06486278,0.90031534,0.20164242
? ur a bristle you fucking retard,0.9939335,0.2918695,0.96312135,0.045721143,0.85956734,0.15648828
SO PUSSY,0.98648214,0.18640503,0.91982764,0.04056754,0.79134786,0.12780021
fuck u,0.99409986,0.31009665,0.96573424,0.048715513,0.8640916,0.1635733
OH NO,0.2544728,0.005189203,0.06013909,0.009611558,0.107381836,0.014922343
YOUR ANCIENT,0.017785663,0.0005163993,0.003317877,0.00092598767,0.008571288,0.0014615608
GO BACK TO BASE,0.06428435,0.001566906,0.012655514,0.0029194078,0.02874246,0.004302633
thank u,0.3132364,0.003942022,0.06768002,0.006907134,0.110019505,0.013838611
WP ,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
team,0.044683516,0.0011320977,0.008597206,0.0020949815,0.020304225,0.0031467825
gg wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
reported shaker,0.10503014,0.0023333826,0.02162152,0.0043546143,0.045354873,0.006511499
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
g wpü,0.12168441,0.002676229,0.02556762,0.005013345,0.0523832,0.0074415477
gg wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
gg wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
k,0.1989698,0.0041037607,0.04438315,0.0076296795,0.08429066,0.011592062
gg wp sni[er pick ,0.036841284,0.00097365,0.0069477484,0.0018095907,0.016969474,0.0027460034
report ,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
team of downs,0.044683516,0.0011320977,0.008597206,0.0020949815,0.020304225,0.0031467825
sniper played better than u,0.47512427,0.008639312,0.13198234,0.01566242,0.20624529,0.028517434
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
pyush ill help,0.01764329,0.0004925806,0.003277374,0.0008728256,0.008347545,0.0014088296
finally,0.36826086,0.0076624695,0.09724471,0.014382139,0.16027752,0.02273333
what a team,0.044683516,0.0011320977,0.008597206,0.0020949815,0.020304225,0.0031467825
but it's ok,0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
that was the plan,0.010433658,0.00027951805,0.0018557673,0.00047199428,0.0048152385,0.00084147364
fuck this team,0.9867741,0.15158623,0.9250371,0.02784478,0.7829305,0.10487819
stop complaining in all chat,0.07839569,0.0014045346,0.014387731,0.0024556958,0.029687889,0.004505169
you are not pro btw,0.037719518,0.00097388844,0.0072330823,0.0017842206,0.01734716,0.0027198147
why so long??,0.04096606,0.0010726685,0.007906985,0.0019742253,0.018967204,0.0029596244
dream team,0.044683516,0.0011320977,0.008597206,0.0020949815,0.020304225,0.0031467825
what a player,0.028071577,0.00072133244,0.005229181,0.001299605,0.01289671,0.0020603803
i m done guys,0.17744997,0.0035682127,0.038210224,0.006639238,0.07408455,0.010244593
i cant play 1 v 9,0.030315354,0.0007569203,0.005551657,0.001360812,0.013395345,0.002201292
pro slardar bkb user and pro farmer brew,0.04193724,0.0010704874,0.008071824,0.0019646045,0.019116864,0.0029654289
report dark willow pls,0.030245692,0.00083039945,0.005717893,0.0014999856,0.013991583,0.002302898
ruined game,0.023195935,0.00062788004,0.004334374,0.0011304688,0.010886897,0.0017849513
shit brew unpaused,0.97420686,0.12771565,0.8532901,0.03829407,0.71695054,0.11116558
I said ofc on brew,0.11690245,0.0026253937,0.024248322,0.0049275933,0.050550602,0.0072913934
Guys dark willow afk ivn on ur rune bot,0.2583968,0.0045333826,0.057371788,0.008473325,0.103103004,0.014467943
just go kill him,0.9339007,0.070997804,0.6842225,0.03574038,0.5873084,0.086978175
NOT NEED,0.02319328,0.00063952047,0.0043551787,0.0011477175,0.010857744,0.0018028343
JUST REPORT HIM,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
he doesnt deserve to play dota,0.28686994,0.005770073,0.068362206,0.01088339,0.12031262,0.017149579
funny kid,0.09143645,0.0020698584,0.018487964,0.0038386327,0.03956352,0.005750808
I haev shit team,0.9492537,0.065149225,0.74549395,0.025428379,0.6115246,0.07853631
and u abuse whole game in all chat,0.06293254,0.0010194965,0.010935884,0.0016017198,0.02167306,0.0033621357
"but it's ok,",0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
just look dark and sk,0.054347146,0.001306595,0.010566246,0.0023837674,0.023773085,0.0036546043
free win,0.05333743,0.0013520122,0.010162042,0.0025566285,0.024250805,0.0037438623
Guys dont forget report that dark..,0.04759309,0.00097252085,0.008864469,0.0016513537,0.018726025,0.0029258484
thx for game,0.023195935,0.00062788004,0.004334374,0.0011304688,0.010886897,0.0017849513
only if u report brew,0.4183312,0.007399483,0.1137243,0.013052339,0.17326401,0.02402115
Deal,0.045686025,0.0010929337,0.008740611,0.0020078984,0.020361671,0.0031198645
deal,0.045686025,0.0010929337,0.008740611,0.0020078984,0.020361671,0.0031198645
1 v 9,0.032149293,0.0008125238,0.006053068,0.0014703304,0.014601133,0.0023062385
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
u so good when 4 feeding u,0.74689835,0.022662118,0.31623828,0.025853898,0.35086828,0.049745455
thanks,0.010984695,0.00032501755,0.002021983,0.00055979687,0.005291797,0.0009336594
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
У вас еще пидорский пик был :D,0.093278885,0.0021693902,0.018928837,0.0041391933,0.041258473,0.005984206
aga million stanov :D,0.05096961,0.0012491186,0.009578361,0.0023241742,0.022456912,0.0034972264
this fucking,0.9937171,0.2761875,0.96227187,0.04141143,0.855975,0.14554755
playing,0.10408524,0.0024289167,0.021388626,0.004633057,0.045824308,0.00659678
Best ping here,0.024941431,0.00063695654,0.004616754,0.0011351245,0.011407493,0.001837723
why would u have healin ward ?,0.67093396,0.018659336,0.25525224,0.023428755,0.30667442,0.043189876
report dk,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
And nice mid,0.0807461,0.001928955,0.016207524,0.0035876245,0.035746753,0.0052063293
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
gg wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
whats wrong with you,0.055551216,0.0013407297,0.010883832,0.0024678656,0.024694331,0.0037167312
stop being meat,0.42395973,0.008875729,0.11780553,0.016591296,0.18715046,0.026852261
im assuring you,0.38642308,0.007959555,0.10321691,0.014847389,0.16791533,0.023720713
youre gonna be really scared,0.3355278,0.0069551086,0.0838691,0.013135041,0.1436509,0.020211983
of your food,0.07275552,0.0017655477,0.014509013,0.0033190206,0.032612115,0.0048252433
just stop,0.42395973,0.008875729,0.11780553,0.016591296,0.18715046,0.026852261
nice trade,0.0807461,0.001928955,0.016207524,0.0035876245,0.035746753,0.0052063293
u for dog sf,0.7683397,0.027994204,0.35577765,0.028334048,0.37268835,0.054394092
got 400 for you,0.15660162,0.0033931725,0.03397745,0.006359297,0.06723886,0.009528487
who care about money,0.061846573,0.0015255612,0.012164623,0.0028318523,0.027661337,0.0041869376
end,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
no shit sherrlock,0.97420686,0.12771565,0.8532901,0.03829407,0.71695054,0.11116558
stay afk,0.13739677,0.0029987623,0.02899003,0.0056320806,0.05885759,0.008400301
nice heor,0.0807461,0.001928955,0.016207524,0.0035876245,0.035746753,0.0052063293
nice meat killiung there,0.0807461,0.001928955,0.016207524,0.0035876245,0.035746753,0.0052063293
your temper got over you,0.15660162,0.0033931725,0.03397745,0.006359297,0.06723886,0.009528487
IS this the moment,0.033751316,0.00091643113,0.0063544502,0.0017121295,0.015886817,0.002540102
where i say easy?,0.039729454,0.0010312939,0.0075826254,0.001890655,0.018153375,0.0028453195
easy,0.039729454,0.0010312939,0.0075826254,0.001890655,0.018153375,0.0028453195
push,0.09740547,0.0022412008,0.01978036,0.0042309063,0.042682383,0.006151199
nice morphada,0.0807461,0.001928955,0.016207524,0.0035876245,0.035746753,0.0052063293
end,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
stop defending,0.42395973,0.008875729,0.11780553,0.016591296,0.18715046,0.026852261
y,0.13346212,0.002917396,0.028270945,0.0054841256,0.057337888,0.008171627
end,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
7.07c Morph,0.055431105,0.0013779642,0.010884392,0.0025454755,0.025028994,0.0037403263
played with this farm or ruin,0.050564095,0.001287661,0.009810943,0.0023947104,0.023078077,0.0035188943
he was bad at carry,0.09851509,0.0022265278,0.020314543,0.0040982123,0.042637225,0.0061639217
1vs 3 top,0.028181149,0.00074184017,0.0052752625,0.0013374934,0.012977793,0.0020804836
U wanted TOP STFU,0.39914012,0.0069408133,0.10397631,0.0123926755,0.16284607,0.022716245
1 VS 2,0.028181149,0.00074184017,0.0052752625,0.0013374934,0.012977793,0.0020804836
b x`,0.026301276,0.00071236625,0.00492096,0.0012766357,0.012132308,0.0020031084
dogshit can't gank,0.139917,0.0030123733,0.029784853,0.0056762397,0.060120467,0.0085201645
For shit,0.97420686,0.12771565,0.8532901,0.03829407,0.71695054,0.11116558
sure,0.023081947,0.0005797871,0.004219413,0.0010149112,0.010377344,0.001686415
nice ult jugger,0.0807461,0.0019289559,0.016207516,0.0035876231,0.03574674,0.0052063293
fck u sniper,0.67093396,0.018659336,0.25525224,0.023428755,0.30667442,0.043189876
Die,0.837725,0.03685879,0.45432827,0.030076047,0.43734103,0.06361795
dont wory,0.26498502,0.005408098,0.062317103,0.010103036,0.11186414,0.01560705
fck u lc,0.67093396,0.018659336,0.25525224,0.023428755,0.30667442,0.043189876
fuck u too,0.99409986,0.31009665,0.96573424,0.048715513,0.8640916,0.1635733
sad,0.24720964,0.005081956,0.057839666,0.009451371,0.10427036,0.014501828
PLEASE ALL REPORT SNIPER THANKS,0.008442904,0.0002609807,0.0015224448,0.000445419,0.0041235765,0.00075184135
REPORT SNIPER,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
ur,0.5542992,0.013005467,0.179607,0.020168,0.24691907,0.034802347
ya  fue ,0.34368503,0.0070556025,0.08772087,0.013067937,0.14724867,0.020509532
fucking retard,0.9937171,0.2761875,0.96227187,0.04141143,0.855975,0.14554755
youre fucking dumb,0.99603194,0.38048822,0.97742426,0.05500966,0.8987294,0.18324137
you. are. fucking. dumb,0.99603194,0.38048822,0.97742426,0.05500966,0.8987294,0.18324137
your the head of a cock,0.9754253,0.13773367,0.85750026,0.042896613,0.7248193,0.120203584
yes,0.028752252,0.0007042586,0.005334813,0.0012534251,0.012818264,0.002039046
im glad we can agree,0.06465062,0.0010869291,0.011755048,0.0018089854,0.023448579,0.0034885278
wp retards rofl,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
what an idiot,0.9606549,0.09799287,0.79032683,0.03650165,0.6618454,0.10032979
fuck off already,0.99269366,0.25759593,0.9565781,0.041219115,0.84497494,0.14285128
"are you actually retarded, or do you just play one in dota",0.61913323,0.012350069,0.2066781,0.01760688,0.26980674,0.03535551
report veno carry,0.050478917,0.001277534,0.009904505,0.0023525804,0.022945948,0.003495274
get fucked faggot,0.99096346,0.23469844,0.94602716,0.04254722,0.8279147,0.14150888
youre honestly garbage brown,0.027467432,0.0007410912,0.0051492946,0.0013571441,0.012778585,0.0020989848
so glad this WK lost,0.05649307,0.0014508752,0.010884766,0.0027384404,0.02563572,0.0039517907
i'm feel glaad,0.04730056,0.0012076873,0.009177437,0.0022358906,0.0215371,0.0033239343
faggot,0.99096346,0.23469844,0.94602716,0.04254722,0.8279147,0.14150888
okay,0.041699417,0.0010601064,0.008003033,0.0019448495,0.018984638,0.0029421565
lvl 4 nice,0.0807461,0.001928955,0.016207524,0.0035876245,0.035746753,0.0052063293
leave,0.2716375,0.005508054,0.06480341,0.010203173,0.11513424,0.015942805
as u wish,0.4597577,0.008381277,0.13171224,0.0147828655,0.19538802,0.027422044
pango thx for game,0.023195935,0.00062788004,0.004334374,0.0011304688,0.010886897,0.0017849513
im commending,0.38642308,0.007959555,0.10321691,0.014847389,0.16791533,0.023720713
u know nothing,0.5046998,0.009784953,0.15374751,0.01616313,0.21810962,0.030239426
show u how stupid i am,0.97398144,0.13581303,0.84805244,0.04435625,0.716828,0.12029498
u r lucky u have good team,0.6609004,0.014751868,0.24692857,0.018663384,0.28590837,0.038553853
and jebait u,0.67093396,0.018659336,0.25525224,0.023428755,0.30667442,0.043189876
like that,0.30565873,0.0062996405,0.07505569,0.01191569,0.13017665,0.018470535
our map is black,0.058417335,0.0011663918,0.010856409,0.0020907412,0.02344831,0.003535987
i doubt it,0.05463504,0.0013624382,0.010710084,0.002506529,0.024622723,0.0037274184
end i t,0.059712496,0.0012943108,0.01131975,0.0023833527,0.025207303,0.0038170554
U TALK A LOT,0.17020713,0.0026256319,0.03468268,0.004311385,0.0607448,0.00854625
sure,0.023081956,0.0005797874,0.004219411,0.0010149117,0.010377349,0.0016864158
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
yes,0.028752265,0.000704259,0.005334813,0.0012534251,0.012818264,0.002039046
g,0.12168441,0.002676229,0.02556762,0.005013345,0.0523832,0.0074415477
END,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
report doom,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
END,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
D:,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
gg wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
gg wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
report zeus,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
го так :D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
правда умрем от старости :D,0.093278885,0.0021693902,0.018928837,0.0041391933,0.041258473,0.005984206
ты еблан нахуй w8,0.06818959,0.0016996533,0.013475412,0.0032215945,0.030912595,0.0045941975
1 kl seek,0.04957682,0.0012478586,0.009692393,0.002296818,0.022506494,0.0034097312
end,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
WP,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
joghuinho de push,0.047086127,0.0011370931,0.00888123,0.0021062002,0.020852517,0.003224027
ok fat shit,0.96688956,0.096281305,0.8130786,0.037391502,0.6858059,0.10301689
this cant be real,0.073224045,0.0017223286,0.014740133,0.0031865342,0.032138783,0.0047934838
welcome Dude,0.19132164,0.0026761808,0.03805656,0.004778083,0.068660215,0.009022087
but please report this fucking od !,0.9909384,0.20460351,0.94526106,0.035715673,0.82577604,0.12639676
u cant win this lane,0.5124138,0.010305713,0.15533756,0.017199319,0.22229438,0.031667545
bm and riki are reported..for constant insulting and feeding,0.095478036,0.0022108573,0.019516885,0.004126709,0.041778784,0.006036431
and then going afk,0.19507271,0.0041450686,0.043603584,0.007852252,0.08292354,0.011748049
:c ,0.055431105,0.0013779642,0.010884392,0.0025454755,0.025028994,0.0037403263
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
range,0.024632344,0.00066587137,0.004621163,0.0011887007,0.01143487,0.0018731983
wow,0.1938091,0.0039631566,0.043051668,0.0073379795,0.081182644,0.011399451
Im 300 units,0.38642308,0.007959555,0.10321691,0.014847389,0.16791533,0.023720713
wurf city,0.021596257,0.000600735,0.004037951,0.0010759645,0.010183938,0.0016876943
WOW,0.1938091,0.0039631585,0.04305168,0.0073379762,0.08118263,0.011399446
report wk,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
garbage game,0.023195935,0.00062788004,0.004334374,0.0011304688,0.010886897,0.0017849513
 w8,0.06818959,0.0016996533,0.013475412,0.0032215945,0.030912595,0.0045941975
l,0.13996479,0.0031185732,0.029596986,0.00591938,0.060378548,0.008572985
ps,0.16331564,0.0035785458,0.035320725,0.006822788,0.07013479,0.009846481
para q c arme stor,0.055431105,0.0013779642,0.010884392,0.0025454755,0.025028994,0.0037403263
STROM ES UN LLORON,0.04069892,0.0010119057,0.0077815005,0.0018361091,0.018342333,0.0028175428
ESTA GANANDO Y LLORA,0.13346212,0.002917396,0.028270945,0.0054841256,0.057337888,0.008171627
REPORT,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
end,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
